id,name,sell,process,stats,obtained_monster,obtained_map,type,image_paths
5914,Cruel Wings,215 Spina,107 Beast,Base ATK: 190; MaxMP: 400; Stability %: 20; CSPD %: 60; % stronger against Wind: 5; Aggro %: -40; Earth Element: 1; Long Range Damage %: 8; Base Stability %: 70; Attack Range (m): 12,War Dragon Turba(Lv 207) (ID: 2553); War Dragon Turba(Lv 217) (ID: 2554); War Dragon Turba(Lv 227) (ID: 2555); War Dragon Turba(Lv 237) (ID: 2556); War Dragon Turba(Lv 257) (ID: 2557),Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village,Magic Device,"['appearance/magic device/cruel wings_male', 'appearance/magic device/cruel wings_female']"
5915,Cruel Lamina,215 Spina,107 Beast,Base ATK: 152; MaxMP: 400; Stability %: 20; ASPD %: 60; % stronger against Wind: 5; Aggro %: -40; Earth Element: 1; Short Range Damage %: 8; Base Stability %: 70; Attack Range (m): 2,War Dragon Turba(Lv 207) (ID: 2553); War Dragon Turba(Lv 217) (ID: 2554); War Dragon Turba(Lv 227) (ID: 2555); War Dragon Turba(Lv 237) (ID: 2556); War Dragon Turba(Lv 257) (ID: 2557),Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village,Katana,"['appearance/katana/cruel lamina_male', 'appearance/katana/cruel lamina_female']"
5916,War Dragon Turba,1 Spina,100 Mana,MaxMP: -200; Accuracy %: 17; Critical Rate: 11; Weapon ATK %: 14; Upgrade for: Zelbuse,War Dragon Turba(Lv 217) (ID: 2554); War Dragon Turba(Lv 227) (ID: 2555); War Dragon Turba(Lv 237) (ID: 2556); War Dragon Turba(Lv 257) (ID: 2557); War Dragon Turba (Megiston 2022)(Lv 240) (ID: 2872),Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Event,Enhancer Crysta (Purple),[]
5917,Gordo,1 Spina,100 Mana,ATK %: 7; ASPD %: 80; Long Range Damage %: -15; Upgrade for: Wandering Wheel,Gordo(Lv 242) (ID: 2543),Eumano Glade,Enhancer Crysta (Yellow),[]
5918,Laguna Shield,190 Spina,95 Metal,Base DEF: 63; Critical Rate: 12; Water resistance %: 12; Guard Power %: 16; Guard Recharge %: 40,Mogkey(Lv 187) (ID: 2541); Mogkey(Lv 189) (ID: 2542),Eumano Glade; Eumano Glade,Shield,"['appearance/shield/laguna shield_male', 'appearance/shield/laguna shield_female']"
5919,Laguna Sword,190 Spina,95 Metal,Base ATK: 314; MaxMP: 300; Critical Rate: 14; Critical Damage %: 7; Water Element: 1; Base Stability %: 80,Torturock(Lv 198) (ID: 2544); Torturock(Lv 199) (ID: 2547); Torturock(Lv 200) (ID: 2550),Prime Ramus: Area 1; Prime Ramus: Area 2; Prime Ramus: Area 3,1 Handed Sword,"['appearance/1 handed sword/laguna sword_male', 'appearance/1 handed sword/laguna sword_female']"
5920,Repeating Crossbow,190 Spina,95 Wood,Base ATK: 250; ASPD %: 40; % stronger against Neutral: 25; Base Stability %: 50; Additional Melee %: 90; Attack Range (m): 8; Arrow only:Additional Melee %: 100,Tackal(Lv 199) (ID: 2545); Galactopi(Lv 192) (ID: 3302); Galactopi(Lv 191) (ID: 3299); Illuminator(Lv 199) (ID: 2844); Illuminator(Lv 199) (ID: 2841); Illuminator(Lv 199) (ID: 2838); Illuminator(Lv 197) (ID: 2836); Tackal(Lv 201) (ID: 2551); Tackal(Lv 200) (ID: 2548); Galactopi(Lv 193) (ID: 3305),Prime Ramus: Area 1; Tower of Clamor: Area 2 (190-194); Tower of Clamor: Area 1 (190-194); Illuminare City: Route 3 (190-210); Illuminare City: Route 2 (190-210); Illuminare City: Route 1 (190-210); Illuminare City: Route 1 (190-210); Prime Ramus: Area 3; Prime Ramus: Area 2; Tower of Clamor: Area 3 (190-194),Bowgun,"['appearance/bowgun/repeating crossbow_male', 'appearance/bowgun/repeating crossbow_female']"
5921,Folklore Headband,95 Spina,47 Beast,Base DEF: 32; Accuracy: 14; Critical Rate: 18; Attack MP Recovery: 10,Grass Tapir(Lv 186) (ID: 2540),Eumano Glade,Additional,"['appearance/additional/folklore headband_male', 'appearance/additional/folklore headband_female']"
5922,Viking Helmet,100 Spina,50 Beast,Base DEF: 125; MaxHP %: 15; Physical Pierce %: 10; ASPD %: 15,Langur(Lv 200) (ID: 2546); Langur(Lv 201) (ID: 2549); Langur(Lv 202) (ID: 2552),Prime Ramus: Area 1; Prime Ramus: Area 2; Prime Ramus: Area 3,Additional,"['appearance/additional/viking helmet_male', 'appearance/additional/viking helmet_female']"
5923,Cake Head,Unknown,unknown,Base DEF: 62; Stability %: 10; Accuracy %: 10; Tumble Unavailable: 1,Iceberg(Lv 200) (ID: 2529); Iceberg(Lv 200) (ID: 2530); Iceberg(Lv 200) (ID: 2531); Iceberg(Lv 202) (ID: 2532); Iceberg(Lv 202) (ID: 2533),Noeliel Castle: B1F (190-210); Noeliel Castle: B2F (190-210); Noeliel Castle: B3F (190-210); Noeliel Castle: B2F (190-210); Noeliel Castle: B3F (190-210),Additional,"['appearance/additional/cake head_male', 'appearance/additional/cake head_female']"
5924,Santa Scarf,Unknown,unknown,Base DEF: 90; MaxHP: 1500; MATK %: 7; Critical Rate %: 20,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Additional,"['appearance/additional/santa scarf_male', 'appearance/additional/santa scarf_female']"
5925,Christmas Tree,Unknown,unknown,Base DEF: 195; ATK %: 8; Physical Pierce %: 16; Aggro %: 4; Reduce Dmg (Charge) %: 32,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Additional,"['appearance/additional/christmas tree_male', 'appearance/additional/christmas tree_female']"
5926,Santa Potum Bag,Unknown,unknown,Base DEF: 70; MaxMP: 200; ATK %: 8; MATK %: 8; Ailment Resistance %: 10,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Additional,"['appearance/additional/santa potum bag_male', 'appearance/additional/santa potum bag_female']"
5927,Party Dino Head,Unknown,unknown,Base DEF: 140; MaxMP: 300; Motion Speed %: 1; Weapon ATK: 20,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Additional,"['appearance/additional/party dino head_male', 'appearance/additional/party dino head_female']"
5928,Party Costume,Unknown,unknown,Base DEF: 215; MaxHP: 800; ATK %: 8; Magic Resistance %: 24; Attack MP Recovery: 16; Tumble Unavailable: 1; Guard Break %: 4,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Armor,"['appearance/armor/party costume (normal)_male', 'appearance/armor/party costume (normal)_female', 'appearance/armor/party costume (light)_male', 'appearance/armor/party costume (light)_female', 'appearance/armor/party costume (heavy)_male', 'appearance/armor/party costume (heavy)_female']"
5929,Noeliel Talisman,Unknown,unknown,Base DEF: 0; MaxMP: 1000; Motion Speed %: -1,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Special,[]
5930,Gingerbread Man Shield,Unknown,unknown,Base DEF: 72; MaxMP: 200; Aggro %: -20; Revive Time %: -20,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Shield,"['appearance/shield/gingerbread man shield_male', 'appearance/shield/gingerbread man shield_female']"
5931,Santa Hooded Cape,180 Spina,90 Cloth,Base DEF: 105; Aggro %: -15; Attack MP Recovery: 10; ATK UP (DEX %): 50,Anti-Xmas Killer Blade(Lv 178) (ID: 2507); Anti-Xmas Killer Blade(Lv 181) (ID: 2508); Anti-Xmas Killer Blade(Lv 178) (ID: 2509); Anti-Xmas Killer Blade(Lv 181) (ID: 2510); Anti-Xmas Killer Blade(Lv 181) (ID: 2511); Anti-Xmas Killer Blade(Lv 183) (ID: 2512),Noeliel Castle: B1F (170-190); Noeliel Castle: B1F (170-190); Noeliel Castle: B2F (170-190); Noeliel Castle: B2F (170-190); Noeliel Castle: B3F (170-190); Noeliel Castle: B3F (170-190),Additional,"['appearance/additional/santa hooded cape_male', 'appearance/additional/santa hooded cape_female']"
5932,Santa Skirt,Unknown,unknown,Base DEF: 87; ASPD %: 20; CSPD %: 20; Drop Rate %: 2,Confeito(Lv 157) (ID: 2489); Confeito(Lv 159) (ID: 2490); Confeito(Lv 159) (ID: 2491); Confeito(Lv 159) (ID: 2492),Noeliel Castle: B1F (150-170); Noeliel Castle: B1F (150-170); Noeliel Castle: B2F (150-170); Noeliel Castle: B3F (150-170),Additional,"['appearance/additional/santa skirt_male', 'appearance/additional/santa skirt_female']"
5933,Dutannen,1 Spina,100 Mana,Accuracy %: 30; Aggro %: 10; Anticipate %: 6; Guard Break %: 6; Upgrade for: Shawle,Dutannen (Weak)(Lv 179) (ID: 2534); Dutannen (Medium)(Lv 199) (ID: 2535); Dutannen (Strong)(Lv 219) (ID: 2536),Noeliel Castle: B4F; Noeliel Castle: B4F; Noeliel Castle: B4F,Enhancer Crysta (Blue),[]
5934,Prudent Blue Shadow,1 Spina,100 Mana,MaxMP: -150; Short Range Damage %: 8; Long Range Damage %: 8; Unsheathe Attack %: 8; Upgrade for: Baphomela,Dutannen (Max)(Lv 239) (ID: 2537),Noeliel Castle: B4F,Enhancer Crysta (Yellow),[]
5935,Dull Crest,20 Spina,5 Mana,,Iceberg(Lv 202) (ID: 2533); Iceberg(Lv 160) (ID: 2521); Iceberg(Lv 160) (ID: 2520); Iceberg(Lv 160) (ID: 2519); Anti-Xmas Killer Blade(Lv 203) (ID: 2518); Anti-Xmas Killer Blade(Lv 201) (ID: 2517); Anti-Xmas Killer Blade(Lv 201) (ID: 2516); Anti-Xmas Killer Blade(Lv 198) (ID: 2515); Anti-Xmas Killer Blade(Lv 201) (ID: 2514); Anti-Xmas Killer Blade(Lv 198) (ID: 2513); Iceberg(Lv 162) (ID: 2522); Iceberg(Lv 162) (ID: 2523); Iceberg(Lv 202) (ID: 2532); Iceberg(Lv 200) (ID: 2531); Iceberg(Lv 200) (ID: 2530); Iceberg(Lv 200) (ID: 2529); Iceberg(Lv 182) (ID: 2528); Iceberg(Lv 182) (ID: 2527); Iceberg(Lv 180) (ID: 2526); Iceberg(Lv 180) (ID: 2525); Iceberg(Lv 180) (ID: 2524); Anti-Xmas Killer Blade(Lv 183) (ID: 2512); Anti-Xmas Killer Blade(Lv 181) (ID: 2511); Anti-Xmas Killer Blade(Lv 181) (ID: 2510); Confeito(Lv 199) (ID: 2498); Confeito(Lv 197) (ID: 2497); Confeito(Lv 179) (ID: 2496); Confeito(Lv 179) (ID: 2495); Confeito(Lv 179) (ID: 2494); Confeito(Lv 177) (ID: 2493); Confeito(Lv 159) (ID: 2492); Confeito(Lv 159) (ID: 2491); Confeito(Lv 159) (ID: 2490); Confeito(Lv 199) (ID: 2499); Confeito(Lv 199) (ID: 2500); Anti-Xmas Killer Blade(Lv 178) (ID: 2509); Anti-Xmas Killer Blade(Lv 181) (ID: 2508); Anti-Xmas Killer Blade(Lv 178) (ID: 2507); Anti-Xmas Killer Blade(Lv 163) (ID: 2506); Anti-Xmas Killer Blade(Lv 161) (ID: 2505); Anti-Xmas Killer Blade(Lv 161) (ID: 2504); Anti-Xmas Killer Blade(Lv 158) (ID: 2503); Anti-Xmas Killer Blade(Lv 161) (ID: 2502); Anti-Xmas Killer Blade(Lv 158) (ID: 2501); Confeito(Lv 157) (ID: 2489),Noeliel Castle: B3F (190-210); Noeliel Castle: B3F (150-170); Noeliel Castle: B2F (150-170); Noeliel Castle: B1F (150-170); Noeliel Castle: B3F (190-210); Noeliel Castle: B3F (190-210); Noeliel Castle: B2F (190-210); Noeliel Castle: B2F (190-210); Noeliel Castle: B1F (190-210); Noeliel Castle: B1F (190-210); Noeliel Castle: B2F (150-170); Noeliel Castle: B3F (150-170); Noeliel Castle: B2F (190-210); Noeliel Castle: B3F (190-210); Noeliel Castle: B2F (190-210); Noeliel Castle: B1F (190-210); Noeliel Castle: B3F (170-190); Noeliel Castle: B2F (170-190); Noeliel Castle: B3F (170-190); Noeliel Castle: B2F (170-190); Noeliel Castle: B1F (170-190); Noeliel Castle: B3F (170-190); Noeliel Castle: B3F (170-190); Noeliel Castle: B2F (170-190); Noeliel Castle: B1F (190-210); Noeliel Castle: B1F (190-210); Noeliel Castle: B3F (170-190); Noeliel Castle: B2F (170-190); Noeliel Castle: B1F (170-190); Noeliel Castle: B1F (170-190); Noeliel Castle: B3F (150-170); Noeliel Castle: B2F (150-170); Noeliel Castle: B1F (150-170); Noeliel Castle: B2F (190-210); Noeliel Castle: B3F (190-210); Noeliel Castle: B2F (170-190); Noeliel Castle: B1F (170-190); Noeliel Castle: B1F (170-190); Noeliel Castle: B3F (150-170); Noeliel Castle: B3F (150-170); Noeliel Castle: B2F (150-170); Noeliel Castle: B2F (150-170); Noeliel Castle: B1F (150-170); Noeliel Castle: B1F (150-170); Noeliel Castle: B1F (150-170),Material,[]
5936,Black Shadow Nodachi,200 Spina,100 Metal,Base ATK: 142; Base Stability %: 60; Potential: 47,,[Player] Smith Skill,Katana,"['appearance/katana/black shadow nodachi_male', 'appearance/katana/black shadow nodachi_female']"
5937,Black Shadow Crossbow,200 Spina,100 Metal,Base ATK: 244; Base Stability %: 50; Potential: 47; Attack Range (m): 12,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/black shadow crossbow_male', 'appearance/bowgun/black shadow crossbow_female']"
5938,Ice Spirit Sword,225 Spina,112 Mana,Base ATK: 409; MaxMP: 500; ATK %: 7; CSPD %: 30; Aggro %: -30; Water Element: 1; Base Stability %: 80; MATK UP (DEX %): 50; Attack Range (m): 2.5,Dutannen (Weak)(Lv 179) (ID: 2534); Dutannen (Medium)(Lv 199) (ID: 2535); Dutannen (Strong)(Lv 219) (ID: 2536),Noeliel Castle: B4F; Noeliel Castle: B4F; Noeliel Castle: B4F,1 Handed Sword,"['appearance/1 handed sword/ice spirit sword_male', 'appearance/1 handed sword/ice spirit sword_female']"
5939,Ice Spirit Sword,225 Spina,112 Mana,Base ATK: 409; MaxMP: 500; ATK %: 9; CSPD %: 50; Aggro %: -50; Water Element: 1; Base Stability %: 80; MATK UP (DEX %): 100; Attack Range (m): 2.5,Dutannen (Max)(Lv 239) (ID: 2537),Noeliel Castle: B4F,1 Handed Sword,"['appearance/1 handed sword/ice spirit sword_male', 'appearance/1 handed sword/ice spirit sword_female']"
5940,Ice Spirit Gun,225 Spina,112 Mana,Base ATK: 327; MaxMP: 500; ATK %: 7; CSPD %: 30; Aggro %: -30; Water Element: 1; Base Stability %: 50; MATK UP (DEX %): 50,Dutannen (Weak)(Lv 179) (ID: 2534); Dutannen (Medium)(Lv 199) (ID: 2535); Dutannen (Strong)(Lv 219) (ID: 2536),Noeliel Castle: B4F; Noeliel Castle: B4F; Noeliel Castle: B4F,Bowgun,"['appearance/bowgun/ice spirit gun_male', 'appearance/bowgun/ice spirit gun_female']"
5941,Ice Spirit Gun,225 Spina,112 Mana,Base ATK: 327; MaxMP: 500; ATK %: 9; CSPD %: 50; Aggro %: -50; Water Element: 1; Base Stability %: 50; MATK UP (DEX %): 100,Dutannen (Max)(Lv 239) (ID: 2537),Noeliel Castle: B4F,Bowgun,"['appearance/bowgun/ice spirit gun_male', 'appearance/bowgun/ice spirit gun_female']"
5942,Ice Spirit Spear,225 Spina,112 Mana,Base ATK: 654; ATK %: 7; ASPD %: 70; Aggro %: -30; Water Element: 1; Attack MP Recovery: 25; Base Stability %: 60; MATK UP (AGI %): 50,Dutannen (Weak)(Lv 179) (ID: 2534); Dutannen (Medium)(Lv 199) (ID: 2535); Dutannen (Strong)(Lv 219) (ID: 2536),Noeliel Castle: B4F; Noeliel Castle: B4F; Noeliel Castle: B4F,Halberd,"['appearance/halberd/ice spirit spear_male', 'appearance/halberd/ice spirit spear_female']"
5943,Ice Spirit Spear,225 Spina,112 Mana,Base ATK: 654; ATK %: 9; ASPD %: 100; Aggro %: -50; Water Element: 1; Attack MP Recovery: 25; Base Stability %: 60; MATK UP (AGI %): 100,Dutannen (Max)(Lv 239) (ID: 2537),Noeliel Castle: B4F,Halberd,"['appearance/halberd/ice spirit spear_male', 'appearance/halberd/ice spirit spear_female']"
5944,Scrader Barrel,80 Spina,40 Metal,Base ATK: 75; MaxMP: 300; Critical Damage: 5; Light resistance %: -5; Dark Element: 1; Short Range Damage %: -1; Base Stability %: 40; Attack Range (m): 8,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bowgun,"['appearance/bowgun/scrader barrel_male', 'appearance/bowgun/scrader barrel_female']"
5945,Scrader Barrel,80 Spina,40 Metal,Base ATK: 75; Base Stability %: 40; Potential: 28; Attack Range (m): 8,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/scrader barrel_male', 'appearance/bowgun/scrader barrel_female']"
5946,Pinecone Trichome,18 Spina,18 Cloth,,Ostrich(Lv 188) (ID: 2538); Ostrich(Lv 190) (ID: 2539),Eumano Glade; Eumano Glade,Material,[]
5947,Durable Leather,20 Spina,20 Cloth,,Iceberg(Lv 200) (ID: 2529); Iceberg(Lv 200) (ID: 2530); Iceberg(Lv 200) (ID: 2531); Iceberg(Lv 202) (ID: 2532); Iceberg(Lv 202) (ID: 2533); Ostrich(Lv 188) (ID: 2538); Ostrich(Lv 190) (ID: 2539),Noeliel Castle: B1F (190-210); Noeliel Castle: B2F (190-210); Noeliel Castle: B3F (190-210); Noeliel Castle: B2F (190-210); Noeliel Castle: B3F (190-210); Eumano Glade; Eumano Glade,Material,[]
5948,Gastrolith,22 Spina,22 Metal,,Ostrich(Lv 188) (ID: 2538); Ostrich(Lv 190) (ID: 2539),Eumano Glade; Eumano Glade,Material,[]
5949,Dodge+14,1 Spina,2 Mana,Dodge: 14,Ostrich(Lv 188) (ID: 2538); Ostrich(Lv 190) (ID: 2539),Eumano Glade; Eumano Glade,Normal Crysta,[]
5950,Soft Thicket,18 Spina,18 Medicine,,Grass Tapir(Lv 186) (ID: 2540),Eumano Glade,Material,[]
5951,Tough Thick Skin,20 Spina,20 Cloth,,Grass Tapir(Lv 186) (ID: 2540),Eumano Glade,Material,[]
5952,Nightmare Gallstone,22 Spina,5 Mana,,Grass Tapir(Lv 186) (ID: 2540); Corey(Lv 192) (ID: 3300); Corey(Lv 193) (ID: 3303); Corey(Lv 194) (ID: 3306),Eumano Glade; Tower of Clamor: Area 1 (190-194); Tower of Clamor: Area 2 (190-194); Tower of Clamor: Area 3 (190-194),Material,[]
5953,Warm Tail,18 Spina,18 Beast,,Mogkey(Lv 187) (ID: 2541); Mogkey(Lv 189) (ID: 2542),Eumano Glade; Eumano Glade,Material,[]
5954,Huge Acorn,20 Spina,21 Wood,,Mogkey(Lv 187) (ID: 2541); Mogkey(Lv 189) (ID: 2542); Gordo(Lv 242) (ID: 2543),Eumano Glade; Eumano Glade; Eumano Glade,Material,[]
5955,Cracked Acorn Hat,22 Spina,20 Wood,,Mogkey(Lv 187) (ID: 2541); Mogkey(Lv 189) (ID: 2542); Gordo(Lv 242) (ID: 2543),Eumano Glade; Eumano Glade; Eumano Glade,Material,[]
5956,Dream Fragment,Unknown,Mana,,Gordo(Lv 242) (ID: 2543),Eumano Glade,Material,[]
5957,Rock-Hard Carapace,19 Spina,19 Metal,,Torturock(Lv 198) (ID: 2544); Torturock(Lv 199) (ID: 2547); Torturock(Lv 200) (ID: 2550),Prime Ramus: Area 1; Prime Ramus: Area 2; Prime Ramus: Area 3,Material,[]
5958,Serrated Beak,21 Spina,21 Beast,,Anti-Xmas Killer Blade(Lv 198) (ID: 2513); Anti-Xmas Killer Blade(Lv 201) (ID: 2514); Anti-Xmas Killer Blade(Lv 198) (ID: 2515); Anti-Xmas Killer Blade(Lv 201) (ID: 2516); Anti-Xmas Killer Blade(Lv 201) (ID: 2517); Anti-Xmas Killer Blade(Lv 203) (ID: 2518); Torturock(Lv 198) (ID: 2544); Torturock(Lv 199) (ID: 2547); Torturock(Lv 200) (ID: 2550),Noeliel Castle: B1F (190-210); Noeliel Castle: B1F (190-210); Noeliel Castle: B2F (190-210); Noeliel Castle: B2F (190-210); Noeliel Castle: B3F (190-210); Noeliel Castle: B3F (190-210); Prime Ramus: Area 1; Prime Ramus: Area 2; Prime Ramus: Area 3,Material,[]
5959,Tortoise Oil,23 Spina,23 Medicine,,Torturock(Lv 198) (ID: 2544); Torturock(Lv 199) (ID: 2547); Torturock(Lv 200) (ID: 2550),Prime Ramus: Area 1; Prime Ramus: Area 2; Prime Ramus: Area 3,Material,[]
5960,Jackal's Fur,19 Spina,19 Cloth,,Tackal(Lv 199) (ID: 2545); Tackal(Lv 200) (ID: 2548); Tackal(Lv 201) (ID: 2551),Prime Ramus: Area 1; Prime Ramus: Area 2; Prime Ramus: Area 3,Material,[]
5961,Ramus Wood,21 Spina,22 Wood,,Tackal(Lv 199) (ID: 2545); Tackal(Lv 200) (ID: 2548); Tackal(Lv 201) (ID: 2551),Prime Ramus: Area 1; Prime Ramus: Area 2; Prime Ramus: Area 3,Material,[]
5962,Jackal Fang,23 Spina,23 Beast,,Tackal(Lv 199) (ID: 2545); Tackal(Lv 200) (ID: 2548); Tackal(Lv 201) (ID: 2551),Prime Ramus: Area 1; Prime Ramus: Area 2; Prime Ramus: Area 3,Material,[]
5963,Bloody Claw,19 Spina,19 Beast,,Anti-Xmas Killer Blade(Lv 198) (ID: 2513); Langur(Lv 202) (ID: 2552); Langur(Lv 201) (ID: 2549); Langur(Lv 200) (ID: 2546); Anti-Xmas Killer Blade(Lv 203) (ID: 2518); Anti-Xmas Killer Blade(Lv 201) (ID: 2517); Anti-Xmas Killer Blade(Lv 201) (ID: 2516); Anti-Xmas Killer Blade(Lv 198) (ID: 2515); Anti-Xmas Killer Blade(Lv 201) (ID: 2514); Wandead(Lv 227) (ID: 3248),Noeliel Castle: B1F (190-210); Prime Ramus: Area 3; Prime Ramus: Area 2; Prime Ramus: Area 1; Noeliel Castle: B3F (190-210); Noeliel Castle: B3F (190-210); Noeliel Castle: B2F (190-210); Noeliel Castle: B2F (190-210); Noeliel Castle: B1F (190-210); Deusania's Lab,Material,[]
5964,Bundled Tail,21 Spina,22 Beast,,Langur(Lv 200) (ID: 2546); Langur(Lv 201) (ID: 2549); Langur(Lv 202) (ID: 2552),Prime Ramus: Area 1; Prime Ramus: Area 2; Prime Ramus: Area 3,Material,[]
5965,Rugged Beard,23 Spina,22 Beast,,Langur(Lv 200) (ID: 2546); Langur(Lv 201) (ID: 2549); Langur(Lv 202) (ID: 2552),Prime Ramus: Area 1; Prime Ramus: Area 2; Prime Ramus: Area 3,Material,[]
5966,Lime Shell,21 Spina,21 Metal,,War Dragon Turba(Lv 207) (ID: 2553); War Dragon Turba(Lv 217) (ID: 2554); War Dragon Turba(Lv 227) (ID: 2555); War Dragon Turba(Lv 237) (ID: 2556); War Dragon Turba(Lv 257) (ID: 2557),Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village,Material,[]
5967,Green Luminescent Black Claw,26 Spina,26 Beast,,War Dragon Turba(Lv 207) (ID: 2553); War Dragon Turba(Lv 217) (ID: 2554); War Dragon Turba(Lv 227) (ID: 2555); War Dragon Turba(Lv 237) (ID: 2556); War Dragon Turba(Lv 257) (ID: 2557),Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village,Material,[]
5968,Fluorescent Dragon Stone,Unknown,Mana,,War Dragon Turba(Lv 207) (ID: 2553); War Dragon Turba(Lv 217) (ID: 2554); War Dragon Turba(Lv 227) (ID: 2555); War Dragon Turba(Lv 237) (ID: 2556); War Dragon Turba(Lv 257) (ID: 2557),Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village,Material,[]
5969,War Dragon Horn,Unknown,Beast,,War Dragon Turba(Lv 207) (ID: 2553); War Dragon Turba(Lv 217) (ID: 2554); War Dragon Turba(Lv 227) (ID: 2555); War Dragon Turba(Lv 237) (ID: 2556); War Dragon Turba(Lv 257) (ID: 2557),Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village; Prime Ramus: Village,Material,[]
5970,Reptilian Sword,180 Spina,90 Beast,Base ATK: 289; MaxHP: 2000; ATK %: 7; Accuracy %: 9; Dark Element: 1; Base Stability %: 80,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,1 Handed Sword,"['appearance/1 handed sword/reptilian sword_male', 'appearance/1 handed sword/reptilian sword_female']"
5971,Reptilian Sword,180 Spina,90 Beast,Base ATK: 289; Base Stability %: 80; Potential: 44,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/reptilian sword_male', 'appearance/1 handed sword/reptilian sword_female']"
5972,Aeras Blade,190 Spina,95 Metal,Base ATK: 471; Physical Pierce %: 14; Accuracy %: 28; Evasion Recharge %: 30; Wind Element: 1; Base Stability %: 70; Attack Range (m): 3,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,2 Handed Sword,"['appearance/2 handed sword/aeras blade_male', 'appearance/2 handed sword/aeras blade_female']"
5973,Aeras Blade,190 Spina,95 Metal,Base ATK: 471; Base Stability %: 70; Potential: 45; Attack Range (m): 3,,[Player] Smith Skill,2 Handed Sword,"['appearance/2 handed sword/aeras blade_male', 'appearance/2 handed sword/aeras blade_female']"
5974,Vine Staff,180 Spina,90 Wood,Base ATK: 290; MaxHP: 7000; MATK %: 7; Critical Rate %: -70; Earth Element: 1; Base Stability %: 60,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Staff,"['appearance/staff/vine staff_male', 'appearance/staff/vine staff_female']"
5975,Vine Staff,180 Spina,90 Wood,Base ATK: 290; Base Stability %: 60; Potential: 44,,[Player] Smith Skill,Staff,"['appearance/staff/vine staff_male', 'appearance/staff/vine staff_female']"
5976,Wanderflasche,205 Spina,102 Mana,Base ATK: 180; MaxHP: 4000; % stronger against Fire: 5; Water Element: 1; Short Range Damage %: 8; Base Stability %: 70; Physical Barrier: 1000; Magic Barrier: 1000; Anticipate %: 3,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Magic Device,"['appearance/magic device/wanderflasche_male', 'appearance/magic device/wanderflasche_female']"
5977,Wanderflasche,205 Spina,102 Mana,Base ATK: 180; Base Stability %: 70; Potential: 48,,[Player] Smith Skill,Magic Device,"['appearance/magic device/wanderflasche_male', 'appearance/magic device/wanderflasche_female']"
5978,Holy Katar,180 Spina,180 Metal,Base ATK: 202; MaxMP: 400; Physical Resistance %: 20; Magic Resistance %: 20; Light Element: 1; Base Stability %: 90,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Knuckles,"['appearance/knuckles/holy katar_male', 'appearance/knuckles/holy katar_female']"
5979,Holy Katar,180 Spina,180 Metal,Base ATK: 202; Base Stability %: 90; Potential: 44,,[Player] Smith Skill,Knuckles,"['appearance/knuckles/holy katar_male', 'appearance/knuckles/holy katar_female']"
5980,Antler Glaive,180 Spina,90 Beast,Base ATK: 462; ATK %: 7; Critical Damage: 7; Dark Element: 1; Base Stability %: 60; Fractional Barrier %: 14; Guard Break %: 10,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Halberd,"['appearance/halberd/antler glaive_male', 'appearance/halberd/antler glaive_female']"
5981,Antler Glaive,180 Spina,90 Beast,Base ATK: 462; Base Stability %: 60; Potential: 44,,[Player] Smith Skill,Halberd,"['appearance/halberd/antler glaive_male', 'appearance/halberd/antler glaive_female']"
